C527055	01	06	2021-08-08 08:25:30	52 	公主坟东	QV405	202108089578						2021-08-08
C805532	01	06	2021-08-08 08:43:12	52 	莲宝路口东	XG353	202108083302						2021-08-08
C758951	01	06	2021-08-08 08:51:20	52 	西单路口东	BM283	202108089760						2021-08-08
C688985	01	06	2021-08-08 08:07:23	72 	城南嘉园北	UC998	202108083529						2021-08-08
C573763	01	06	2021-08-08 08:29:55	72 	嘉园二里东门 	RX405	202108089802						2021-08-08
C464294	01	06	2021-08-08 08:09:01	52 	工会大楼	XT644	202108087051						2021-08-08
C617178	01	06	2021-08-08 08:07:22	821 	隆盛产业园亦庄线	LP709	202108086679						2021-08-08
C614816	01	06	2021-08-08 08:26:19	1 	日坛路	EU324	202108081211						2021-08-08
C824236	01	06	2021-08-08 08:30:26	72 	北京体育馆西	EV878	202108082078						2021-08-08
C777727	01	06	2021-08-08 08:19:28	52 	公主坟南	OZ724	202108084794						2021-08-08
C733630	01	06	2021-08-08 08:21:32	1 	西单路口东	XH937	202108086992						2021-08-08
C740500	01	06	2021-08-08 08:06:44	1 	万寿路口	LI567	202108081769						2021-08-08
C371394	01	06	2021-08-08 08:51:19	1 	四惠枢纽站 	KA814	202108082814						2021-08-08
C667174	01	06	2021-08-08 08:04:30	1 	四惠枢纽站 	CK762	202108087075						2021-08-08
C416136	01	06	2021-08-08 08:35:58	821 	同济北路南口	PG328	202108088843						2021-08-08
C679952	01	06	2021-08-08 08:47:19	72 	嘉园二里南门	JY690	202108084392						2021-08-08
C848960	01	06	2021-08-08 08:16:52	821 	地铁亦庄桥站亦庄线	CM765	202108083107						2021-08-08
C331031	01	06	2021-08-08 08:45:39	72 	木樨园桥西	UD266	202108089615						2021-08-08
C590675	01	06	2021-08-08 08:17:14	821 	同济中路	WH711	202108089965						2021-08-08
C679360	01	06	2021-08-08 08:20:21	52 	劲松桥东	QJ673	202108089189						2021-08-08
C497803	01	06	2021-08-08 08:38:10	1 	北京站口东	BH487	202108082985						2021-08-08
C369684	01	06	2021-08-08 08:50:25	1 	复兴门内	SB890	202108086026						2021-08-08
C419665	01	06	2021-08-08 08:05:03	72 	天桥路口东	QA166	202108082584						2021-08-08
C769127	01	06	2021-08-08 08:45:03	1 	复兴门内	PC423	202108082915						2021-08-08
C699143	01	06	2021-08-08 08:11:34	72 	红桥路口西	DM532	202108089340						2021-08-08
C718376	01	06	2021-08-08 08:36:11	72 	光明楼	YG101	202108084750						2021-08-08
C704893	01	06	2021-08-08 08:26:03	1 	南礼士路	YF923	202108081743						2021-08-08
C846954	01	06	2021-08-08 08:23:27	821 	同济中路北口	WS156	202108084723						2021-08-08
C796380	01	06	2021-08-08 08:35:21	72 	北京体育馆西	CK602	202108084409						2021-08-08
C630341	01	06	2021-08-08 08:30:14	821 	万源街西口亦庄线	VL506	202108084738						2021-08-08
C363264	01	06	2021-08-08 08:46:35	821 	贵园东里	FQ776	202108085107						2021-08-08
C522743	01	06	2021-08-08 08:49:13	72 	城南嘉园北	PM235	202108083599						2021-08-08
C498905	01	06	2021-08-08 08:26:00	72 	永定门内	JV816	202108089246						2021-08-08
C486149	01	06	2021-08-08 08:28:30	72 	红桥路口西	VZ380	202108086962						2021-08-08
C561475	01	06	2021-08-08 08:18:33	72 	天坛北门	AB232	202108087603						2021-08-08
C392195	01	06	2021-08-08 08:22:43	52 	马官营	ZY962	202108088724						2021-08-08
C881900	01	06	2021-08-08 08:26:16	821 	凉水河桥南	AO893	202108085539						2021-08-08
C859513	01	06	2021-08-08 08:47:34	821 	锦绣街东站	QS522	202108082352						2021-08-08
C894576	01	06	2021-08-08 08:03:18	1 	郎家园	IY323	202108084972						2021-08-08
C701105	01	06	2021-08-08 08:11:36	1 	四惠枢纽站 	FQ774	202108087925						2021-08-08
C496664	01	06	2021-08-08 08:05:22	72 	嘉园三里北	YP679	202108087504						2021-08-08
C638924	01	06	2021-08-08 08:38:56	1 	翠微路口	LS161	202108083355						2021-08-08
C789707	01	06	2021-08-08 08:40:10	1 	木樨地西	AM720	202108083360						2021-08-08
C553041	01	06	2021-08-08 08:25:58	52 	北京站口东	AH979	202108088229						2021-08-08
C627085	01	06	2021-08-08 08:07:14	72 	红桥路口西	UM448	202108089125						2021-08-08
C409885	01	06	2021-08-08 08:25:09	821 	温馨家园	BR898	202108084511						2021-08-08
C597615	01	06	2021-08-08 08:30:34	52 	劲松中街	DJ524	202108087903						2021-08-08
C747645	01	06	2021-08-08 08:16:25	821 	地铁亦庄桥站亦庄线	ES742	202108089319						2021-08-08
C579906	01	06	2021-08-08 08:14:20	821 	同济中路北口	YM254	202108084023						2021-08-08
C573915	01	06	2021-08-08 08:36:21	72 	先农坛	QI112	202108087341						2021-08-08
C805387	01	06	2021-08-08 08:07:45	1 	天安门东	US478	202108081127						2021-08-08
C678003	01	06	2021-08-08 08:46:58	1 	西单路口东	XE783	202108088723						2021-08-08
C625670	01	06	2021-08-08 08:48:39	1 	东翠路口	RI834	202108082588						2021-08-08
C865523	01	06	2021-08-08 08:19:54	821 	温馨家园西站	IK520	202108083733						2021-08-08
C639474	01	06	2021-08-08 08:47:33	52 	马官营西	PZ307	202108087364						2021-08-08
C397714	01	06	2021-08-08 08:12:50	52 	木樨地东	RF714	202108084425						2021-08-08
C330201	01	06	2021-08-08 08:08:54	821 	万源街西口亦庄线	SG682	202108089018						2021-08-08
C442136	01	06	2021-08-08 08:54:10	1 	木樨地西	RU374	202108081341						2021-08-08
C571862	01	06	2021-08-08 08:36:15	72 	嘉园三里	ML380	202108084871						2021-08-08
C561602	01	06	2021-08-08 08:16:50	52 	工会大楼	VA979	202108086020						2021-08-08
C830401	01	06	2021-08-08 08:39:36	72 	天坛西门 	HX361	202108086618						2021-08-08
C714555	01	06	2021-08-08 08:48:07	72 	嘉园三里北	LU280	202108081500						2021-08-08
C627628	01	06	2021-08-08 08:49:36	821 	通州第二医院	SA681	202108087950						2021-08-08
C634834	01	06	2021-08-08 08:45:25	72 	天坛北门	LK317	202108087153						2021-08-08
C553439	01	06	2021-08-08 08:18:21	821 	新康家园	YD544	202108082292						2021-08-08
C529354	01	06	2021-08-08 08:19:52	72 	天桥路口东	BB510	202108084966						2021-08-08
C707560	01	06	2021-08-08 08:11:46	72 	红桥路口西	PN622	202108085676						2021-08-08
C615810	01	06	2021-08-08 08:43:11	52 	劲松中街	MQ981	202108087995						2021-08-08
C752274	01	06	2021-08-08 08:09:54	821 	同济北路南口	HJ406	202108083788						2021-08-08
C831573	01	06	2021-08-08 08:12:10	52 	公主坟南	VB474	202108085819						2021-08-08
C421826	01	06	2021-08-08 08:08:18	1 	东单路口西	RS865	202108084043						2021-08-08
C763453	01	06	2021-08-08 08:38:07	52 	光明桥东	CP162	202108086537						2021-08-08
C392857	01	06	2021-08-08 08:17:05	52 	天安门西	AW202	202108087885						2021-08-08
C456151	01	06	2021-08-08 08:41:36	821 	大周易村	JD675	202108081094						2021-08-08
C711404	01	06	2021-08-08 08:03:04	72 	洋桥东	AV586	202108084012						2021-08-08
C750573	01	06	2021-08-08 08:31:03	821 	金桥北门	FI618	202108082898						2021-08-08
C868458	01	06	2021-08-08 08:37:46	1 	沙沟路口西	NS234	202108087514						2021-08-08
C532717	01	06	2021-08-08 08:11:46	72 	天坛西门 	EO543	202108086362						2021-08-08
C804317	01	06	2021-08-08 08:20:21	72 	红桥路口西	KQ531	202108089915						2021-08-08
C455289	01	06	2021-08-08 08:35:03	821 	锦绣街东站	YB197	202108083738						2021-08-08
C523113	01	06	2021-08-08 08:24:47	52 	木樨地东	YD569	202108088662						2021-08-08
C743022	01	06	2021-08-08 08:18:46	52 	靛厂新村	OA277	202108087320						2021-08-08
C789889	01	06	2021-08-08 08:07:06	52 	莲宝路口东	CE294	202108081044						2021-08-08
C497473	01	06	2021-08-08 08:28:37	821 	永昌南路	BO503	202108082294						2021-08-08
C666154	01	06	2021-08-08 08:54:40	52 	靛厂村	VW795	202108083071						2021-08-08
C487395	01	06	2021-08-08 08:03:58	72 	嘉园二里南门	EF441	202108086611						2021-08-08
C867809	01	06	2021-08-08 08:37:57	72 	天坛北门	IF534	202108089991						2021-08-08
C441179	01	06	2021-08-08 08:34:22	1 	木樨地西	DD529	202108087273						2021-08-08
C334961	01	06	2021-08-08 08:41:20	1 	军事博物馆	SZ955	202108083271						2021-08-08
C643093	01	06	2021-08-08 08:26:12	52 	公主坟东	RW242	202108082969						2021-08-08
C340797	01	06	2021-08-08 08:00:43	52 	复兴门内	PX338	202108085751						2021-08-08
C368411	01	06	2021-08-08 08:52:13	72 	天坛北门	PA910	202108087173						2021-08-08
C811634	01	06	2021-08-08 08:42:11	52 	六里桥北	TU870	202108083376						2021-08-08
C750483	01	06	2021-08-08 08:14:23	72 	天桥路口东	JG100	202108081774						2021-08-08
C863104	01	06	2021-08-08 08:18:07	1 	北京站口东	BU277	202108087586						2021-08-08
C421145	01	06	2021-08-08 08:48:20	1 	八王坟西 	GU668	202108087105						2021-08-08
C884007	01	06	2021-08-08 08:39:18	52 	劲松中街	CD188	202108081838						2021-08-08
C705915	01	06	2021-08-08 08:52:28	821 	亦庄桥北	XP111	202108083924						2021-08-08
C538951	01	06	2021-08-08 08:11:28	72 	先农坛	RT684	202108089543						2021-08-08
C732916	01	06	2021-08-08 08:43:54	821 	通州第二医院	ET585	202108085391						2021-08-08
C431414	01	06	2021-08-08 08:26:53	52 	公主坟南	NI637	202108086792						2021-08-08
C494403	01	06	2021-08-08 08:40:17	52 	天安门西	KN378	202108083634						2021-08-08
C434872	01	06	2021-08-08 08:03:27	1 	公主坟	ZW603	202108082725						2021-08-08
C474278	01	06	2021-08-08 08:13:55	52 	复兴门内	HQ896	202108088745						2021-08-08
C674961	01	06	2021-08-08 08:15:40	821 	同济中路北口	HV239	202108086328						2021-08-08
C503097	01	06	2021-08-08 08:41:56	1 	五棵松桥东	CV408	202108083429						2021-08-08
C339032	01	06	2021-08-08 08:50:29	1 	大北窑西 	AN901	202108084150						2021-08-08
C805263	01	06	2021-08-08 08:35:54	72 	沙子口 	FS588	202108084611						2021-08-08
C824348	01	06	2021-08-08 08:48:18	52 	民族文化宫	MG383	202108089586						2021-08-08
C425888	01	06	2021-08-08 08:16:42	52 	广渠门	VU131	202108082984						2021-08-08
C401671	01	06	2021-08-08 08:25:23	72 	天坛北门	PY753	202108081373						2021-08-08
C762083	01	06	2021-08-08 08:17:41	52 	工会大楼	YM723	202108083886						2021-08-08
C873187	01	06	2021-08-08 08:47:27	52 	王府井	UZ549	202108086191						2021-08-08
C894588	01	06	2021-08-08 08:28:20	52 	劲松桥东	BN270	202108084691						2021-08-08
C444398	01	06	2021-08-08 08:53:31	52 	天安门东	RP603	202108087568						2021-08-08
C464215	01	06	2021-08-08 08:00:41	1 	永定路口东	CQ190	202108089009						2021-08-08
C433529	01	06	2021-08-08 08:26:09	1 	玉泉路口西	FK167	202108084535						2021-08-08
C777298	01	06	2021-08-08 08:40:31	72 	天桥路口东	MB663	202108081713						2021-08-08
C818085	01	06	2021-08-08 08:28:34	72 	木樨园桥西	VW213	202108085014						2021-08-08
C458740	01	06	2021-08-08 08:28:45	52 	北京站东街	MH701	202108087510						2021-08-08
C758927	01	06	2021-08-08 08:52:53	821 	万源街西口亦庄线	NV786	202108086271						2021-08-08
C543814	01	06	2021-08-08 08:11:13	52 	光明桥东	KE751	202108082347						2021-08-08
C304288	01	06	2021-08-08 08:37:46	52 	莲宝路口东	LM655	202108082824						2021-08-08
C700005	01	06	2021-08-08 08:09:20	72 	金鱼池	MQ272	202108081125						2021-08-08
C520785	01	06	2021-08-08 08:20:04	821 	贵园东里	MG198	202108082968						2021-08-08
C385437	01	06	2021-08-08 08:18:07	52 	军事博物馆	AJ856	202108082514						2021-08-08
C658233	01	06	2021-08-08 08:11:36	72 	沙子口 	DJ400	202108082134						2021-08-08
C759920	01	06	2021-08-08 08:52:36	72 	天坛西门 	HO392	202108086995						2021-08-08
C527379	01	06	2021-08-08 08:10:09	72 	马家堡小区 	PY813	202108082983						2021-08-08
C551640	01	06	2021-08-08 08:38:32	821 	天华北街东口	IE760	202108087483						2021-08-08
C684939	01	06	2021-08-08 08:53:10	72 	嘉园三里北	FD784	202108081599						2021-08-08
C480786	01	06	2021-08-08 08:11:12	821 	锦绣街东站	KD875	202108083486						2021-08-08
C495677	01	06	2021-08-08 08:20:11	52 	王府井	PX246	202108087889						2021-08-08
C612671	01	06	2021-08-08 08:09:52	72 	嘉园二里东门 	ZB431	202108089016						2021-08-08
C835575	01	06	2021-08-08 08:10:18	821 	贵园东里	DP618	202108082689						2021-08-08
C639193	01	06	2021-08-08 08:28:19	1 	翠微路口	AC761	202108085895						2021-08-08
C637485	01	06	2021-08-08 08:33:22	52 	靛厂新村	ED604	202108084126						2021-08-08
C537249	01	06	2021-08-08 08:36:35	52 	劲松中街	WU624	202108088943						2021-08-08
C350610	01	06	2021-08-08 08:01:14	821 	大周易村	EE660	202108087426						2021-08-08
C351645	01	06	2021-08-08 08:35:06	1 	复兴门内	ES210	202108081965						2021-08-08
C885159	01	06	2021-08-08 08:32:03	52 	六里桥北	ZT530	202108081632						2021-08-08
C434304	01	06	2021-08-08 08:23:36	821 	锦绣街东站	UW719	202108083012						2021-08-08
C464593	01	06	2021-08-08 08:20:27	821 	小白村	MP219	202108085733						2021-08-08
C450927	01	06	2021-08-08 08:17:53	821 	锦绣街东站	YB166	202108086217						2021-08-08
C752952	01	06	2021-08-08 08:18:47	1 	大北窑西 	SD158	202108085230						2021-08-08
C628976	01	06	2021-08-08 08:49:00	72 	木樨园桥西	TU240	202108081379						2021-08-08
C643322	01	06	2021-08-08 08:14:54	821 	同济北路南口	QW229	202108088155						2021-08-08
C688880	01	06	2021-08-08 08:47:55	72 	洋桥东	BU885	202108082329						2021-08-08
C511196	01	06	2021-08-08 08:17:11	821 	隆盛产业园亦庄线	BW202	202108085771						2021-08-08
C784612	01	06	2021-08-08 08:35:04	72 	角门北路	OT313	202108088175						2021-08-08
C537488	01	06	2021-08-08 08:45:18	821 	同济北路南口	IG445	202108086469						2021-08-08
C887218	01	06	2021-08-08 08:40:13	1 	西单路口东	AW993	202108086988						2021-08-08
C834413	01	06	2021-08-08 08:13:47	1 	天安门西	GL482	202108081356						2021-08-08
C886828	01	06	2021-08-08 08:54:44	821 	永昌南路南站亦庄线	SC659	202108081063						2021-08-08
C682369	01	06	2021-08-08 08:27:14	821 	同济中路	XG146	202108085437						2021-08-08
C558660	01	06	2021-08-08 08:39:26	72 	洋桥东	YH296	202108084805						2021-08-08
C553884	01	06	2021-08-08 08:43:55	821 	同济中路北口	KY960	202108084749						2021-08-08
C440607	01	06	2021-08-08 08:15:55	72 	马家堡东口	QP510	202108083617						2021-08-08
C593256	01	06	2021-08-08 08:04:17	52 	靛厂新村	DP827	202108088736						2021-08-08
C456239	01	06	2021-08-08 08:05:02	52 	劲松桥东	NZ735	202108086907						2021-08-08
C662125	01	06	2021-08-08 08:18:59	821 	永昌南路	NC718	202108086460						2021-08-08
C318438	01	06	2021-08-08 08:48:11	1 	大北窑东	AT984	202108084410						2021-08-08
C470032	01	06	2021-08-08 08:45:15	52 	劲松中街	ID942	202108081396						2021-08-08
C771766	01	06	2021-08-08 08:42:58	52 	木樨地东	TJ333	202108087850						2021-08-08
C836707	01	06	2021-08-08 08:43:31	1 	北京站口东	GX961	202108087823						2021-08-08
C483208	01	06	2021-08-08 08:36:21	52 	光明桥东	JC705	202108081211						2021-08-08
C562332	01	06	2021-08-08 08:47:37	52 	劲松桥东	LB722	202108085411						2021-08-08
C585691	01	06	2021-08-08 08:51:11	52 	光明桥东	NP242	202108088277						2021-08-08
C822931	01	06	2021-08-08 08:54:47	72 	城南嘉园北	GA232	202108081765						2021-08-08
C469355	01	06	2021-08-08 08:51:48	52 	莲宝路口东	CZ393	202108088653						2021-08-08
C665126	01	06	2021-08-08 08:09:03	821 	大周易村	FG618	202108087154						2021-08-08
C824802	01	06	2021-08-08 08:05:25	1 	大北窑东	DG580	202108084726						2021-08-08
C619215	01	06	2021-08-08 08:07:38	72 	马家堡小区 	YJ748	202108082235						2021-08-08
C312239	01	06	2021-08-08 08:52:11	52 	工会大楼	PD228	202108087105						2021-08-08
C671857	01	06	2021-08-08 08:44:55	821 	永昌南路	UL130	202108081357						2021-08-08
C419286	01	06	2021-08-08 08:10:52	1 	南礼士路	QS714	202108083611						2021-08-08
C864853	01	06	2021-08-08 08:47:26	821 	大雄城市花园	WH509	202108083254						2021-08-08
C865503	01	06	2021-08-08 08:01:49	1 	沙沟路口西	KN948	202108088248						2021-08-08
C677556	01	06	2021-08-08 08:07:47	72 	嘉园三里北	GU927	202108081932						2021-08-08
C474705	01	06	2021-08-08 08:54:05	821 	温馨家园	JX270	202108084691						2021-08-08
C377262	01	06	2021-08-08 08:19:54	1 	东单路口西	CW528	202108083894						2021-08-08
C459754	01	06	2021-08-08 08:09:47	52 	王府井	TS350	202108086599						2021-08-08
C643151	01	06	2021-08-08 08:03:50	1 	四惠枢纽站 	RA985	202108089259						2021-08-08
C687447	01	06	2021-08-08 08:06:15	1 	永定路口东	BQ569	202108085452						2021-08-08
C876615	01	06	2021-08-08 08:18:15	821 	永昌南路南站亦庄线	QJ388	202108089288						2021-08-08
C891871	01	06	2021-08-08 08:23:21	52 	复兴门内	AN280	202108086606						2021-08-08
C371494	01	06	2021-08-08 08:46:52	821 	天华北街东口	LZ493	202108087330						2021-08-08
C534539	01	06	2021-08-08 08:53:19	821 	小周易村	CC120	202108088450						2021-08-08
C548226	01	06	2021-08-08 08:13:31	821 	同济北路	VB885	202108085024						2021-08-08
C804484	01	06	2021-08-08 08:38:57	821 	新康家园	WY607	202108085760						2021-08-08
C578925	01	06	2021-08-08 08:50:23	72 	天坛西门 	PL330	202108086770						2021-08-08
C485073	01	06	2021-08-08 08:49:55	1 	大北窑东	WR650	202108086031						2021-08-08
C330186	01	06	2021-08-08 08:22:36	72 	洋桥东	BR958	202108083529						2021-08-08
C630788	01	06	2021-08-08 08:34:57	1 	大北窑西 	VK643	202108081569						2021-08-08
C570865	01	06	2021-08-08 08:42:31	52 	民族文化宫	YV524	202108083387						2021-08-08
