C553655	01	1	玉泉路	D755343	2021-08-08 08:54:46	I	2021-08-08
C374534	01	4	魏公村	D876049	2021-08-08 08:12:21	I	2021-08-08
C414154	01	14	阜通	D706776	2021-08-08 08:31:59	I	2021-08-08
C824794	01	5	北新桥	D420796	2021-08-08 08:26:33	I	2021-08-08
C526412	01	14	北京南站	D524229	2021-08-08 08:48:27	I	2021-08-08
C476160	01	4	灵境胡同	D413355	2021-08-08 08:23:08	I	2021-08-08
C666206	01	2	积水潭	D345860	2021-08-08 08:26:53	I	2021-08-08
C532487	01	15	国展	D534672	2021-08-08 08:23:32	I	2021-08-08
C581419	01	6	金台路	D755170	2021-08-08 08:02:38	I	2021-08-08
C534936	01	2	东直门	D400904	2021-08-08 08:04:41	I	2021-08-08
C592501	01	4	魏公村	D575277	2021-08-08 08:39:53	I	2021-08-08
C657593	01	1	八角游乐园	D814417	2021-08-08 08:16:50	I	2021-08-08
C446102	01	15	北沙滩	D549790	2021-08-08 08:15:44	I	2021-08-08
C593801	01	14	东风北桥	D851847	2021-08-08 08:36:31	I	2021-08-08
C876255	01	5	东四	D899861	2021-08-08 08:18:29	I	2021-08-08
C762104	01	10	牡丹园	D666474	2021-08-08 08:44:10	I	2021-08-08
C408969	01	10	北土城	D418827	2021-08-08 08:17:09	I	2021-08-08
C717327	01	4	圆明园	D399329	2021-08-08 08:51:30	I	2021-08-08
C594601	01	6	金台路	D679138	2021-08-08 08:25:28	I	2021-08-08
C431293	01	7	广安门内	D423436	2021-08-08 08:33:07	I	2021-08-08
C407735	01	2	北京站	D430903	2021-08-08 08:31:21	I	2021-08-08
C410259	01	2	建国门	D669741	2021-08-08 08:56:54	I	2021-08-08
C825255	01	6	海淀五路居	D622161	2021-08-08 08:13:33	I	2021-08-08
C639999	01	13	霍营	D819202	2021-08-08 08:56:28	I	2021-08-08
C412080	01	10	牡丹园	D568244	2021-08-08 08:55:38	I	2021-08-08
C603607	01	10	亮马桥	D325639	2021-08-08 08:49:11	I	2021-08-08
C651464	01	6	白石桥南	D829882	2021-08-08 08:07:42	I	2021-08-08
C719687	01	1	南礼士路	D570445	2021-08-08 08:48:17	I	2021-08-08
C764253	01	10	芍药居	D355175	2021-08-08 08:25:41	I	2021-08-08
C871154	01	15	孙河	D412665	2021-08-08 08:08:12	I	2021-08-08
C772122	01	6	青年路	D541143	2021-08-08 08:17:00	I	2021-08-08
C313551	01	5	蒲黄榆	D373885	2021-08-08 08:43:57	I	2021-08-08
C725913	01	4	中关村	D521735	2021-08-08 08:21:54	I	2021-08-08
C766279	01	10	安贞门	D426519	2021-08-08 08:31:42	I	2021-08-08
C765917	01	6	呼家楼	D704256	2021-08-08 08:48:44	I	2021-08-08
C497316	01	5	宋家庄	D601219	2021-08-08 08:55:21	I	2021-08-08
C878287	01	2	东直门	D849168	2021-08-08 08:53:45	I	2021-08-08
C899875	01	7	化工	D480593	2021-08-08 08:57:54	I	2021-08-08
C550761	01	1	复兴门	D575506	2021-08-08 08:18:43	I	2021-08-08
C477268	01	10	农业展览馆	D550745	2021-08-08 08:57:33	I	2021-08-08
C464633	01	2	前门	D494577	2021-08-08 08:53:40	I	2021-08-08
C393229	01	15	孙河	D763120	2021-08-08 08:04:35	I	2021-08-08
C361661	01	5	张自忠路	D468204	2021-08-08 08:52:15	I	2021-08-08
C702284	01	6	呼家楼	D329497	2021-08-08 08:12:30	I	2021-08-08
C757542	01	14	望京南	D652715	2021-08-08 08:42:58	I	2021-08-08
C634244	01	15	石门	D616669	2021-08-08 08:45:27	I	2021-08-08
C770353	01	6	东大桥	D419634	2021-08-08 08:04:51	I	2021-08-08
C603879	01	14	北京南站	D732618	2021-08-08 08:30:42	I	2021-08-08
C614815	01	6	花园桥	D780529	2021-08-08 08:57:25	I	2021-08-08
C613644	01	6	金台路	D618687	2021-08-08 08:00:45	I	2021-08-08
C360104	01	6	平安里	D538611	2021-08-08 08:34:47	I	2021-08-08
C576216	01	6	东四	D751187	2021-08-08 08:14:01	I	2021-08-08
C514991	01	13	龙泽	D745412	2021-08-08 08:09:29	I	2021-08-08
C514822	01	1	万寿路	D312873	2021-08-08 08:01:04	I	2021-08-08
C484105	01	15	南法信	D472130	2021-08-08 08:57:26	I	2021-08-08
C478235	01	15	俸伯	D326804	2021-08-08 08:47:00	I	2021-08-08
C367542	01	6	朝阳门	D494810	2021-08-08 08:06:31	I	2021-08-08
C799712	01	7	大郊亭	D315890	2021-08-08 08:02:38	I	2021-08-08
C605659	01	2	朝阳门	D499105	2021-08-08 08:49:37	I	2021-08-08
C656901	01	6	十里堡	D530661	2021-08-08 08:58:02	I	2021-08-08
C661430	01	6	花园桥	D694388	2021-08-08 08:11:37	I	2021-08-08
C602127	01	4	新街口	D441455	2021-08-08 08:09:57	I	2021-08-08
C744123	01	2	东四十条	D428846	2021-08-08 08:39:14	I	2021-08-08
C756101	01	5	天坛东门	D380904	2021-08-08 08:33:48	I	2021-08-08
C529399	01	10	健德门	D683411	2021-08-08 08:27:18	I	2021-08-08
C525825	01	15	南法信	D794331	2021-08-08 08:13:19	I	2021-08-08
C441263	01	5	东单	D434874	2021-08-08 08:48:16	I	2021-08-08
C555007	01	8	育新	D850938	2021-08-08 08:14:35	I	2021-08-08
C364254	01	7	菜市口	D764909	2021-08-08 08:09:47	I	2021-08-08
C447746	01	15	顺义	D803094	2021-08-08 08:26:31	I	2021-08-08
C868580	01	2	朝阳门	D417346	2021-08-08 08:22:07	I	2021-08-08
C723231	01	13	东直门	D512683	2021-08-08 08:02:15	I	2021-08-08
C472351	01	2	和平门	D833562	2021-08-08 08:16:51	I	2021-08-08
C403928	01	1	玉泉路	D308154	2021-08-08 08:05:13	I	2021-08-08
C782568	01	6	平安里	D723131	2021-08-08 08:07:31	I	2021-08-08
C454546	01	14	东风北桥	D855924	2021-08-08 08:51:11	I	2021-08-08
C416281	01	14	十里河	D686839	2021-08-08 08:51:40	I	2021-08-08
C352881	01	1	南礼士路	D678913	2021-08-08 08:05:32	I	2021-08-08
C863783	01	4	北宫门	D694985	2021-08-08 08:45:33	I	2021-08-08
C605010	01	2	雍和宫	D518692	2021-08-08 08:25:29	I	2021-08-08
C612442	01	6	南锣鼓巷	D523114	2021-08-08 08:12:24	I	2021-08-08
C817072	01	2	前门	D433946	2021-08-08 08:21:42	I	2021-08-08
C464232	01	15	安立路	D376348	2021-08-08 08:46:42	I	2021-08-08
C878605	01	15	顺义	D758424	2021-08-08 08:02:57	I	2021-08-08
C424762	01	14	十里河	D716242	2021-08-08 08:05:54	I	2021-08-08
C304083	01	7	磁器口	D573305	2021-08-08 08:13:30	I	2021-08-08
C406462	01	10	太阳宫	D485096	2021-08-08 08:09:48	I	2021-08-08
C369173	01	13	西直门	D852132	2021-08-08 08:39:18	I	2021-08-08
C313301	01	10	北土城	D572646	2021-08-08 08:08:00	I	2021-08-08
C755207	01	5	磁器口	D482964	2021-08-08 08:41:14	I	2021-08-08
C435361	01	8	奥林匹克公园	D417736	2021-08-08 08:16:34	I	2021-08-08
C882658	01	7	百子湾	D822825	2021-08-08 08:21:04	I	2021-08-08
C721492	01	2	崇文门	D793242	2021-08-08 08:21:06	I	2021-08-08
C350324	01	5	刘家窑	D636373	2021-08-08 08:02:19	I	2021-08-08
C474366	01	10	农业展览馆	D664399	2021-08-08 08:56:21	I	2021-08-08
C806157	01	1	木樨地	D582574	2021-08-08 08:14:38	I	2021-08-08
C599979	01	1	玉泉路	D727644	2021-08-08 08:19:21	I	2021-08-08
C853392	01	10	农业展览馆	D601895	2021-08-08 08:48:19	I	2021-08-08
C765959	01	15	国展	D379410	2021-08-08 08:41:47	I	2021-08-08
C520682	01	2	阜成门	D747138	2021-08-08 08:07:48	I	2021-08-08
C696023	01	4	西四	D659401	2021-08-08 08:13:27	I	2021-08-08
C795769	01	10	惠新西街南口	D753603	2021-08-08 08:25:33	I	2021-08-08
C587770	01	13	立水桥	D409449	2021-08-08 08:43:45	I	2021-08-08
C661210	01	15	安立路	D842885	2021-08-08 08:17:06	I	2021-08-08
C882735	01	8	森林公园南门	D726544	2021-08-08 08:30:47	I	2021-08-08
C343921	01	10	北土城	D548767	2021-08-08 08:57:13	I	2021-08-08
C540370	01	7	双井	D831574	2021-08-08 08:45:27	I	2021-08-08
C769057	01	14	九龙山	D498741	2021-08-08 08:50:49	I	2021-08-08
C866755	01	5	刘家窑	D423165	2021-08-08 08:09:10	I	2021-08-08
C729905	01	5	宋家庄	D739582	2021-08-08 08:43:03	I	2021-08-08
C818042	01	13	柳芳	D719137	2021-08-08 08:36:28	I	2021-08-08
C788009	01	14	大望路	D650344	2021-08-08 08:36:15	I	2021-08-08
C409005	01	14	金台路	D538340	2021-08-08 08:41:05	I	2021-08-08
C760308	01	2	朝阳门	D403819	2021-08-08 08:34:04	I	2021-08-08
C471382	01	1	军事博物馆	D333940	2021-08-08 08:17:58	I	2021-08-08
C834831	01	1	南礼士路	D589271	2021-08-08 08:13:06	I	2021-08-08
C568367	01	8	育知路	D775824	2021-08-08 08:49:10	I	2021-08-08
C480124	01	1	玉泉路	D494200	2021-08-08 08:14:15	I	2021-08-08
C361649	01	4	人民大学	D614070	2021-08-08 08:31:23	I	2021-08-08
C772872	01	13	望京西	D453041	2021-08-08 08:56:04	I	2021-08-08
C530829	01	4	安河桥北	D353418	2021-08-08 08:10:53	I	2021-08-08
C819264	01	7	虎坊桥	D420339	2021-08-08 08:02:47	I	2021-08-08
C725893	01	4	北京大学东门	D625632	2021-08-08 08:45:58	I	2021-08-08
C581263	01	6	北海北	D638604	2021-08-08 08:38:49	I	2021-08-08
C501031	01	10	芍药居	D455712	2021-08-08 08:47:46	I	2021-08-08
C765514	01	10	太阳宫	D802689	2021-08-08 08:18:08	I	2021-08-08
C656859	01	1	西单	D611606	2021-08-08 08:56:49	I	2021-08-08
C488326	01	5	惠新西街北口	D431807	2021-08-08 08:39:42	I	2021-08-08
C603534	01	2	复兴门	D732735	2021-08-08 08:52:24	I	2021-08-08
C339035	01	10	知春里	D427071	2021-08-08 08:45:31	I	2021-08-08
C839736	01	15	马泉营	D322993	2021-08-08 08:23:03	I	2021-08-08
C671755	01	4	魏公村	D441733	2021-08-08 08:09:01	I	2021-08-08
C715239	01	1	天安门东	D639657	2021-08-08 08:21:56	I	2021-08-08
C669722	01	14	十里河	D799877	2021-08-08 08:46:53	I	2021-08-08
C802982	01	5	惠新西街北口	D538436	2021-08-08 08:53:13	I	2021-08-08
C489305	01	8	安华桥	D402971	2021-08-08 08:33:41	I	2021-08-08
C831249	01	5	天坛东门	D722083	2021-08-08 08:20:43	I	2021-08-08
C739292	01	6	海淀五路居	D579294	2021-08-08 08:21:26	I	2021-08-08
C642170	01	6	白石桥南	D352660	2021-08-08 08:46:27	I	2021-08-08
C890291	01	6	朝阳门	D671926	2021-08-08 08:25:38	I	2021-08-08
C532655	01	15	奥林匹克公园	D658059	2021-08-08 08:14:28	I	2021-08-08
C584299	01	5	和平里北街	D494798	2021-08-08 08:42:12	I	2021-08-08
C733859	01	1	玉泉路	D748704	2021-08-08 08:13:20	I	2021-08-08
C731891	01	4	海淀黄庄	D804749	2021-08-08 08:41:44	I	2021-08-08
C768188	01	6	车公庄西	D867508	2021-08-08 08:26:24	I	2021-08-08
C809222	01	15	望京西	D495213	2021-08-08 08:13:28	I	2021-08-08
C690384	01	2	东直门	D576091	2021-08-08 08:12:31	I	2021-08-08
C804471	01	4	北宫门	D709500	2021-08-08 08:56:43	I	2021-08-08
C458914	01	14	十里河	D320140	2021-08-08 08:27:58	I	2021-08-08
C732294	01	10	亮马桥	D654837	2021-08-08 08:03:34	I	2021-08-08
C835016	01	14	东风北桥	D793448	2021-08-08 08:12:45	I	2021-08-08
C897966	01	2	安定门	D775848	2021-08-08 08:44:02	I	2021-08-08
C331249	01	2	建国门	D821118	2021-08-08 08:51:36	I	2021-08-08
C820516	01	7	湾子	D813504	2021-08-08 08:18:46	I	2021-08-08
C621289	01	2	鼓楼大街	D799636	2021-08-08 08:09:53	I	2021-08-08
C790045	01	1	苹果园	D639032	2021-08-08 08:07:47	I	2021-08-08
C792465	01	4	中关村	D317941	2021-08-08 08:35:38	I	2021-08-08
C496580	01	7	九龙山	D325173	2021-08-08 08:04:22	I	2021-08-08
C369117	01	7	北京西站	D567921	2021-08-08 08:21:16	I	2021-08-08
C730489	01	8	朱辛庄	D696871	2021-08-08 08:51:43	I	2021-08-08
C714145	01	15	安立路	D405434	2021-08-08 08:34:04	I	2021-08-08
C846420	01	13	立水桥	D807190	2021-08-08 08:01:17	I	2021-08-08
C564685	01	14	方庄	D834946	2021-08-08 08:53:02	I	2021-08-08
C558586	01	2	宣武门	D814564	2021-08-08 08:20:25	I	2021-08-08
C582481	01	8	回龙观东大街	D488955	2021-08-08 08:48:58	I	2021-08-08
C686930	01	15	北沙滩	D827361	2021-08-08 08:21:49	I	2021-08-08
C797430	01	1	天安门西	D352085	2021-08-08 08:07:30	I	2021-08-08
C592307	01	8	什刹海	D738872	2021-08-08 08:46:10	I	2021-08-08
C765940	01	13	立水桥	D548072	2021-08-08 08:32:48	I	2021-08-08
C542581	01	13	光熙门	D658279	2021-08-08 08:54:06	I	2021-08-08
C703860	01	7	达官营	D850617	2021-08-08 08:14:53	I	2021-08-08
C519190	01	1	万寿路	D555380	2021-08-08 08:14:06	I	2021-08-08
C741212	01	6	慈寿寺	D391545	2021-08-08 08:11:00	I	2021-08-08
C544461	01	4	北京大学东门	D681513	2021-08-08 08:02:40	I	2021-08-08
C895783	01	15	石门	D575172	2021-08-08 08:25:25	I	2021-08-08
C856796	01	2	东四十条	D514177	2021-08-08 08:34:41	I	2021-08-08
C715204	01	13	西二旗	D407289	2021-08-08 08:37:59	I	2021-08-08
C768490	01	8	鼓楼大街	D880910	2021-08-08 08:40:32	I	2021-08-08
C505542	01	10	海淀黄庄	D865819	2021-08-08 08:31:15	I	2021-08-08
C613147	01	15	国展	D848609	2021-08-08 08:44:10	I	2021-08-08
C425291	01	1	五棵松	D574321	2021-08-08 08:19:20	I	2021-08-08
C316174	01	1	复兴门	D325348	2021-08-08 08:15:53	I	2021-08-08
C539920	01	8	西小口	D546308	2021-08-08 08:30:19	I	2021-08-08
C701519	01	5	宋家庄	D310492	2021-08-08 08:09:37	I	2021-08-08
C853993	01	13	龙泽	D473769	2021-08-08 08:11:26	I	2021-08-08
C411643	01	13	芍药居	D724626	2021-08-08 08:18:43	I	2021-08-08
C748260	01	1	天安门西	D734177	2021-08-08 08:37:54	I	2021-08-08
C676712	01	2	前门	D351758	2021-08-08 08:35:43	I	2021-08-08
C871097	01	13	五道口	D732346	2021-08-08 08:04:35	I	2021-08-08
C432186	01	5	天坛东门	D729649	2021-08-08 08:02:39	I	2021-08-08
C367550	01	4	西直门	D743711	2021-08-08 08:56:21	I	2021-08-08
C796499	01	14	方庄	D869636	2021-08-08 08:09:16	I	2021-08-08
C374363	01	1	西单	D599294	2021-08-08 08:52:49	I	2021-08-08
C315289	01	13	西二旗	D401804	2021-08-08 08:19:18	I	2021-08-08
C731721	01	1	天安门西	D746782	2021-08-08 08:55:30	I	2021-08-08
C442868	01	5	惠新西街北口	D673083	2021-08-08 08:25:09	I	2021-08-08
C759195	01	14	北工大西门	D530249	2021-08-08 08:20:44	I	2021-08-08
C619896	01	8	霍营	D700280	2021-08-08 08:36:22	I	2021-08-08
C410487	01	14	北京南站	D397262	2021-08-08 08:23:48	I	2021-08-08
C404701	01	15	奥林匹克公园	D840701	2021-08-08 08:39:52	I	2021-08-08
C621509	01	4	动物园	D884407	2021-08-08 08:01:08	I	2021-08-08
C399877	01	6	朝阳门	D530621	2021-08-08 08:31:31	I	2021-08-08
C434343	01	5	北新桥	D415863	2021-08-08 08:21:18	I	2021-08-08
C753117	01	15	花梨坎	D846772	2021-08-08 08:16:30	I	2021-08-08
C701546	01	13	霍营	D591116	2021-08-08 08:10:11	I	2021-08-08
C896526	01	15	国展	D482806	2021-08-08 08:33:44	I	2021-08-08
C379853	01	6	海淀五路居	D509310	2021-08-08 08:10:56	I	2021-08-08
C610169	01	6	呼家楼	D747972	2021-08-08 08:38:27	I	2021-08-08
C643648	01	7	桥湾	D642147	2021-08-08 08:55:17	I	2021-08-08
C646841	01	7	广渠门内	D578770	2021-08-08 08:13:58	I	2021-08-08
C789348	01	15	崔各庄	D705245	2021-08-08 08:25:14	I	2021-08-08
C611902	01	15	北沙滩	D601004	2021-08-08 08:48:46	I	2021-08-08
C822819	01	14	北京南站	D705861	2021-08-08 08:57:02	I	2021-08-08
C794663	01	4	中关村	D415500	2021-08-08 08:29:09	I	2021-08-08
C582098	01	7	百子湾	D626965	2021-08-08 08:43:18	I	2021-08-08
C835772	01	10	知春路	D363927	2021-08-08 08:17:03	I	2021-08-08
C574885	01	1	八宝山	D630249	2021-08-08 08:27:03	I	2021-08-08
C365148	01	14	北工大西门	D468949	2021-08-08 08:56:45	I	2021-08-08
C454053	01	8	回龙观东大街	D453033	2021-08-08 08:54:03	I	2021-08-08
C590877	01	15	奥林匹克公园	D775646	2021-08-08 08:54:29	I	2021-08-08
C356906	01	6	呼家楼	D340321	2021-08-08 08:47:10	I	2021-08-08
C449941	01	14	永定门外	D304351	2021-08-08 08:21:40	I	2021-08-08
C374166	01	5	惠新西街北口	D790426	2021-08-08 08:30:52	I	2021-08-08
C301259	01	10	三元桥	D751537	2021-08-08 08:57:55	I	2021-08-08
C604757	01	1	八宝山	D335936	2021-08-08 08:22:08	I	2021-08-08
C598687	01	2	和平门	D869814	2021-08-08 08:34:44	I	2021-08-08
C751653	01	15	南法信	D676637	2021-08-08 08:33:00	I	2021-08-08
C363447	01	13	柳芳	D341187	2021-08-08 08:06:18	I	2021-08-08
C519181	01	14	方庄	D804011	2021-08-08 08:39:34	I	2021-08-08
C755765	01	4	中关村	D706249	2021-08-08 08:19:59	I	2021-08-08
C690083	01	6	北海北	D749789	2021-08-08 08:32:44	I	2021-08-08
C678736	01	5	东四	D358243	2021-08-08 08:49:28	I	2021-08-08
C314392	01	1	天安门西	D776789	2021-08-08 08:37:45	I	2021-08-08
C375330	01	6	朝阳门	D774774	2021-08-08 08:28:59	I	2021-08-08
C878937	01	15	崔各庄	D332831	2021-08-08 08:09:31	I	2021-08-08
C413538	01	13	上地	D891593	2021-08-08 08:39:33	I	2021-08-08
C617387	01	2	东直门	D870381	2021-08-08 08:43:11	I	2021-08-08
C781132	01	14	枣营	D784623	2021-08-08 08:39:48	I	2021-08-08
C445908	01	4	国家图书馆	D320352	2021-08-08 08:23:29	I	2021-08-08
C892285	01	14	方庄	D604085	2021-08-08 08:26:45	I	2021-08-08
C720184	01	5	雍和宫	D737921	2021-08-08 08:30:42	I	2021-08-08
C554401	01	13	知春路	D625950	2021-08-08 08:03:53	I	2021-08-08
C772475	01	7	百子湾	D543505	2021-08-08 08:32:34	I	2021-08-08
C384403	01	5	和平西桥	D713545	2021-08-08 08:18:09	I	2021-08-08
C519577	01	15	俸伯	D386395	2021-08-08 08:28:35	I	2021-08-08
C740547	01	4	圆明园	D553786	2021-08-08 08:57:11	I	2021-08-08
C784983	01	15	顺义	D673967	2021-08-08 08:31:27	I	2021-08-08
C366566	01	5	张自忠路	D347543	2021-08-08 08:32:19	I	2021-08-08
C560551	01	14	望京	D570466	2021-08-08 08:09:20	I	2021-08-08
C611973	01	10	知春路	D891601	2021-08-08 08:18:09	I	2021-08-08
C540774	01	14	北京南站	D331520	2021-08-08 08:33:54	I	2021-08-08
C889943	01	2	前门	D825074	2021-08-08 08:48:12	I	2021-08-08
C521985	01	5	磁器口	D803776	2021-08-08 08:07:07	I	2021-08-08
C516598	01	6	呼家楼	D650138	2021-08-08 08:43:09	I	2021-08-08
C686755	01	4	灵境胡同	D871047	2021-08-08 08:00:27	I	2021-08-08
C585715	01	8	育新	D658220	2021-08-08 08:48:31	I	2021-08-08
C420637	01	13	东直门	D402745	2021-08-08 08:11:04	I	2021-08-08
C711324	01	2	鼓楼大街	D690170	2021-08-08 08:32:33	I	2021-08-08
C438650	01	13	立水桥	D497540	2021-08-08 08:36:46	I	2021-08-08
C659006	01	5	蒲黄榆	D713037	2021-08-08 08:57:44	I	2021-08-08
C521048	01	15	安立路	D480326	2021-08-08 08:25:36	I	2021-08-08
C670505	01	8	西小口	D542838	2021-08-08 08:57:40	I	2021-08-08
C825218	01	1	万寿路	D434044	2021-08-08 08:12:05	I	2021-08-08
C306715	01	4	动物园	D520917	2021-08-08 08:45:00	I	2021-08-08
C607344	01	8	育知路	D590623	2021-08-08 08:24:16	I	2021-08-08
C313057	01	5	惠新西街南口	D548707	2021-08-08 08:44:11	I	2021-08-08
C539978	01	7	湾子	D836145	2021-08-08 08:48:32	I	2021-08-08
C646994	01	13	五道口	D871984	2021-08-08 08:25:28	I	2021-08-08
C858837	01	8	育知路	D397991	2021-08-08 08:42:15	I	2021-08-08
C357598	01	14	阜通	D711984	2021-08-08 08:26:03	I	2021-08-08
C417295	01	6	白石桥南	D880467	2021-08-08 08:29:05	I	2021-08-08
C691740	01	14	望京南	D504355	2021-08-08 08:15:11	I	2021-08-08
C654416	01	8	育新	D739533	2021-08-08 08:15:00	I	2021-08-08
C702517	01	13	知春路	D483236	2021-08-08 08:40:14	I	2021-08-08
C400827	01	7	磁器口	D665586	2021-08-08 08:54:25	I	2021-08-08
C687285	01	2	雍和宫	D469066	2021-08-08 08:48:41	I	2021-08-08
C866168	01	8	育新	D314041	2021-08-08 08:48:36	I	2021-08-08
C836252	01	1	八宝山	D685094	2021-08-08 08:10:55	I	2021-08-08
C765045	01	1	苹果园	D802542	2021-08-08 08:50:16	I	2021-08-08
C854971	01	7	百子湾	D705183	2021-08-08 08:12:11	I	2021-08-08
C495947	01	6	车公庄	D354429	2021-08-08 08:38:55	I	2021-08-08
C643068	01	13	西二旗	D753356	2021-08-08 08:42:44	I	2021-08-08
C412640	01	2	积水潭	D470114	2021-08-08 08:09:16	I	2021-08-08
C765663	01	2	东直门	D893800	2021-08-08 08:04:21	I	2021-08-08
C779806	01	7	化工	D772465	2021-08-08 08:06:22	I	2021-08-08
C594105	01	1	王府井	D436658	2021-08-08 08:01:20	I	2021-08-08
C771451	01	7	北京西站	D576312	2021-08-08 08:39:40	I	2021-08-08
C310281	01	2	和平门	D776487	2021-08-08 08:54:17	I	2021-08-08
C323492	01	15	马泉营	D569717	2021-08-08 08:41:24	I	2021-08-08
C476823	01	5	东单	D605383	2021-08-08 08:40:52	I	2021-08-08
C833599	01	15	北沙滩	D712190	2021-08-08 08:33:54	I	2021-08-08
C778434	01	4	魏公村	D898805	2021-08-08 08:17:00	I	2021-08-08
C538110	01	8	霍营	D379727	2021-08-08 08:09:28	I	2021-08-08
C353864	01	1	苹果园	D455946	2021-08-08 08:51:03	I	2021-08-08
C797933	01	6	北海北	D374642	2021-08-08 08:15:56	I	2021-08-08
C494731	01	7	桥湾	D865783	2021-08-08 08:22:08	I	2021-08-08
C877260	01	15	安立路	D698196	2021-08-08 08:58:32	I	2021-08-08
C453480	01	14	蒲黄榆	D438253	2021-08-08 08:33:41	I	2021-08-08
C594680	01	10	亮马桥	D345670	2021-08-08 08:07:01	I	2021-08-08
C849169	01	8	西小口	D367714	2021-08-08 08:01:05	I	2021-08-08
C574625	01	13	东直门	D424734	2021-08-08 08:19:42	I	2021-08-08
C707598	01	2	前门	D612935	2021-08-08 08:47:24	I	2021-08-08
C707586	01	5	东单	D839777	2021-08-08 08:34:37	I	2021-08-08
C496921	01	2	和平门	D336572	2021-08-08 08:10:47	I	2021-08-08
C722220	01	15	望京西	D569971	2021-08-08 08:26:26	I	2021-08-08
C475924	01	4	安河桥北	D445311	2021-08-08 08:11:24	I	2021-08-08
C361234	01	10	三元桥	D692944	2021-08-08 08:32:36	I	2021-08-08
C588762	01	8	林萃桥	D853352	2021-08-08 08:39:03	I	2021-08-08
C635489	01	5	张自忠路	D743216	2021-08-08 08:50:20	I	2021-08-08
C384272	01	10	北土城	D301005	2021-08-08 08:42:36	I	2021-08-08
C850161	01	15	北沙滩	D690160	2021-08-08 08:23:11	I	2021-08-08
C753234	01	15	奥林匹克公园	D714704	2021-08-08 08:10:35	I	2021-08-08
C692070	01	10	苏州街	D642429	2021-08-08 08:53:36	I	2021-08-08
C856467	01	1	王府井	D551754	2021-08-08 08:48:48	I	2021-08-08
C600271	01	8	朱辛庄	D598348	2021-08-08 08:35:41	I	2021-08-08
C801380	01	10	知春里	D480118	2021-08-08 08:36:39	I	2021-08-08
C652255	01	15	奥林匹克公园	D705369	2021-08-08 08:07:59	I	2021-08-08
C560778	01	13	柳芳	D498438	2021-08-08 08:07:18	I	2021-08-08
C769655	01	14	永定门外	D503860	2021-08-08 08:20:01	I	2021-08-08
